rhum,X,Y,P,T
88.4000015258789,-20,-40,1000,751.5
89.5052642822266,-18.0263156890869,-40,1000,751.5
89.9157867431641,-16.0526313781738,-40,1000,751.5
89.3736801147461,-14.0789470672607,-40,1000,751.5
88.3473663330078,-12.1052627563477,-40,1000,751.5
88.5842132568359,-10.1315793991089,-40,1000,751.5
88.8210601806641,-8.1578950881958,-40,1000,751.5
88.5315780639649,-6.18421030044556,-40,1000,751.5
88.1052627563477,-4.21052646636963,-40,1000,751.5
87.7842178344727,-2.23684215545654,-40,1000,751.5
86.9157867431641,-0.263157904148102,-40,1000,751.5
86.4579010009766,1.71052634716034,-40,1000,751.5
86.4894714355469,3.68421053886414,-40,1000,751.5
86.3578948974609,5.65789461135864,-40,1000,751.5
85.2789459228516,7.63157892227173,-40,1000,751.5
83.4631576538086,9.60526275634766,-40,1000,751.5
82.5315780639649,11.5789470672607,-40,1000,751.5
81.6947326660156,13.5526313781738,-40,1000,751.5
80.6421051025391,15.5263156890869,-40,1000,751.5
79.3000030517578,17.5,-40,1000,751.5
78.5894775390625,19.4736843109131,-40,1000,751.5
77.8210525512695,21.4473686218262,-40,1000,751.5
77.2157897949219,23.4210529327393,-40,1000,751.5
77.231575012207,25.3947372436523,-40,1000,751.5
78.8894729614258,27.3684215545654,-40,1000,751.5
81.2842102050781,29.3421058654785,-40,1000,751.5
82.9421005249023,31.3157901763916,-40,1000,751.5
83.7631530761719,33.2894744873047,-40,1000,751.5
83.8473739624024,35.2631568908691,-40,1000,751.5
83.4526290893555,37.2368431091309,-40,1000,751.5
83.8789520263672,39.2105255126953,-40,1000,751.5
85.0473709106445,41.184211730957,-40,1000,751.5
86.4157867431641,43.1578941345215,-40,1000,751.5
87.2789459228516,45.1315803527832,-40,1000,751.5
86.9631576538086,47.1052627563477,-40,1000,751.5
86.6473693847656,49.0789489746094,-40,1000,751.5
86.5,51.0526313781738,-40,1000,751.5
86.4157867431641,53.0263175964356,-40,1000,751.5
86.0999984741211,55,-40,1000,751.5
89.6800003051758,-20,-38,1000,751.5
90.2168426513672,-18.0263156890869,-38,1000,751.5
90.1978912353516,-16.0526313781738,-38,1000,751.5
89.9252624511719,-14.0789470672607,-38,1000,751.5
89.7831573486328,-12.1052627563477,-38,1000,751.5
90.3989486694336,-10.1315793991089,-38,1000,751.5
89.8357925415039,-8.1578950881958,-38,1000,751.5
88.9147415161133,-6.18421030044556,-38,1000,751.5
88.2863159179688,-4.21052646636963,-38,1000,751.5
88.2094802856445,-2.23684215545654,-38,1000,751.5
87.5305252075195,-0.263157904148102,-38,1000,751.5
86.4410552978516,1.71052634716034,-38,1000,751.5
85.5631713867188,3.68421053886414,-38,1000,751.5
84.7157974243164,5.65789461135864,-38,1000,751.5
83.5652694702148,7.63157892227173,-38,1000,751.5
82.4442138671875,9.60526275634766,-38,1000,751.5
81.8536911010742,11.5789470672607,-38,1000,751.5
81.2021026611328,13.5526313781738,-38,1000,751.5
80.4442138671875,15.5263156890869,-38,1000,751.5
79.8600006103516,17.5,-38,1000,751.5
80.03369140625,19.4736843109131,-38,1000,751.5
79.7326354980469,21.4473686218262,-38,1000,751.5
79.0599975585938,23.4210529327393,-38,1000,751.5
78.4568405151367,25.3947372436523,-38,1000,751.5
79.0410537719727,27.3684215545654,-38,1000,751.5
80.1852569580078,29.3421058654785,-38,1000,751.5
81.1694641113281,31.3157901763916,-38,1000,751.5
82.192626953125,33.2894744873047,-38,1000,751.5
83.3505325317383,35.2631568908691,-38,1000,751.5
84.0294723510742,37.2368431091309,-38,1000,751.5
83.8873672485352,39.2105255126953,-38,1000,751.5
83.8936920166016,41.184211730957,-38,1000,751.5
84.3989486694336,43.1578941345215,-38,1000,751.5
85.4726333618164,45.1315803527832,-38,1000,751.5
85.6621017456055,47.1052627563477,-38,1000,751.5
85.2452621459961,49.0789489746094,-38,1000,751.5
84.9800033569336,51.0526313781738,-38,1000,751.5
84.9968490600586,53.0263175964356,-38,1000,751.5
85.0600051879883,55,-38,1000,751.5
90.0599975585938,-20,-36,1000,751.5
89.9336853027344,-18.0263156890869,-36,1000,751.5
90.0505294799805,-16.0526313781738,-36,1000,751.5
90.1673736572266,-14.0789470672607,-36,1000,751.5
90.1989517211914,-12.1052627563477,-36,1000,751.5
90.2936859130859,-10.1315793991089,-36,1000,751.5
89.4452590942383,-8.1578950881958,-36,1000,751.5
88.6031646728516,-6.18421030044556,-36,1000,751.5
88.0947418212891,-4.21052646636963,-36,1000,751.5
87.9494857788086,-2.23684215545654,-36,1000,751.5
87.2705307006836,-0.263157904148102,-36,1000,751.5
86.2631607055664,1.71052634716034,-36,1000,751.5
85.584213256836,3.68421053886414,-36,1000,751.5
85.2368469238281,5.65789461135864,-36,1000,751.5
84.9873733520508,7.63157892227173,-36,1000,751.5
83.8979034423828,9.60526275634766,-36,1000,751.5
82.1515808105469,11.5789470672607,-36,1000,751.5
80.3589477539063,13.5526313781738,-36,1000,751.5
78.8252563476563,15.5263156890869,-36,1000,751.5
77.7200012207031,17.5,-36,1000,751.5
77.6410522460938,19.4736843109131,-36,1000,751.5
77.1568450927734,21.4473686218262,-36,1000,751.5
76.2305221557617,23.4210529327393,-36,1000,751.5
75.4821090698242,25.3947372436523,-36,1000,751.5
76.7926330566406,27.3684215545654,-36,1000,751.5
79.2821044921875,29.3421058654785,-36,1000,751.5
80.9189453125,31.3157901763916,-36,1000,751.5
81.6894760131836,33.2894744873047,-36,1000,751.5
81.9789505004883,35.2631568908691,-36,1000,751.5
83.0210571289063,37.2368431091309,-36,1000,751.5
83.4473724365235,39.2105255126953,-36,1000,751.5
83.4000091552734,41.184211730957,-36,1000,751.5
83.5789489746094,43.1578941345215,-36,1000,751.5
84.670524597168,45.1315803527832,-36,1000,751.5
85.1284255981445,47.1052627563477,-36,1000,751.5
84.7526397705078,49.0789489746094,-36,1000,751.5
84.5305328369141,51.0526313781738,-36,1000,751.5
84.6168441772461,53.0263175964356,-36,1000,751.5
84.6800079345703,55,-36,1000,751.5
90.1800003051758,-20,-34,1000,751.5
89.9905242919922,-18.0263156890869,-34,1000,751.5
90.4147338867188,-16.0526313781738,-34,1000,751.5
90.5168380737305,-14.0789470672607,-34,1000,751.5
90.0052642822266,-12.1052627563477,-34,1000,751.5
89.5315780639649,-10.1315793991089,-34,1000,751.5
89.2642135620117,-8.1578950881958,-34,1000,751.5
88.832633972168,-6.18421030044556,-34,1000,751.5
88.2547454833984,-4.21052646636963,-34,1000,751.5
87.5810546875,-2.23684215545654,-34,1000,751.5
86.8389511108398,-0.263157904148102,-34,1000,751.5
85.8505249023438,1.71052634716034,-34,1000,751.5
85.184211730957,3.68421053886414,-34,1000,751.5
85.0157852172852,5.65789461135864,-34,1000,751.5
85.2526321411133,7.63157892227173,-34,1000,751.5
83.9421081542969,9.60526275634766,-34,1000,751.5
81.8736877441406,11.5789470672607,-34,1000,751.5
79.7336807250977,13.5526313781738,-34,1000,751.5
77.70947265625,15.5263156890869,-34,1000,751.5
75.7200012207031,17.5,-34,1000,751.5
71.346305847168,19.4736843109131,-34,1000,751.5
67.7252655029297,21.4473686218262,-34,1000,751.5
66.1463165283203,23.4210529327393,-34,1000,751.5
67.3747406005859,25.3947372436523,-34,1000,751.5
71.748420715332,27.3684215545654,-34,1000,751.5
77.8610534667969,29.3421058654785,-34,1000,751.5
